É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:47:54

,âFìsã{,âFìsã{,âFìsã{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2011/12/1,5.9,7.1,5.1
2011/12/2,5.2,7.0,3.1
2011/12/3,10.5,14.6,6.8
2011/12/4,10.1,15.7,4.6
2011/12/5,6.9,14.4,1.5
2011/12/6,5.3,9.3,0.3
2011/12/7,6.7,11.5,2.6
2011/12/8,5.8,7.6,4.2
2011/12/9,2.8,5.7,-0.2
2011/12/10,3.1,9.7,-2.3
2011/12/11,4.8,13.0,-2.0
2011/12/12,5.8,13.0,-0.1
2011/12/13,5.8,11.7,0.2
2011/12/14,5.7,9.2,1.2
2011/12/15,6.5,14.3,0.3
2011/12/16,4.4,9.1,-0.9
2011/12/17,1.5,7.6,-3.6
2011/12/18,2.0,9.1,-4.2
2011/12/19,2.2,7.8,-2.4
2011/12/20,1.8,8.2,-2.9
2011/12/21,2.5,6.8,-2.9
2011/12/22,3.1,7.3,-0.7
2011/12/23,2.0,8.2,-2.6
2011/12/24,1.1,7.1,-3.8
2011/12/25,1.4,8.0,-3.8
2011/12/26,0.4,5.2,-3.4
2011/12/27,0.3,7.2,-5.2
2011/12/28,1.0,7.1,-4.8
2011/12/29,1.8,7.9,-3.7
2011/12/30,1.9,8.1,-2.4
2011/12/31,1.4,8.2,-4.8
2012/1/1,2.0,7.5,-1.8
2012/1/2,3.1,10.3,-2.1
2012/1/3,1.9,8.8,-4.1
2012/1/4,2.4,9.8,-1.7
2012/1/5,0.6,7.6,-4.2
2012/1/6,1.3,7.8,-4.9
2012/1/7,1.1,7.2,-3.8
2012/1/8,0.7,7.6,-5.3
2012/1/9,2.1,8.3,-4.2
2012/1/10,2.9,8.1,-3.0
2012/1/11,3.0,8.6,-1.3
2012/1/12,-0.1,5.5,-5.9
2012/1/13,1.6,10.4,-5.4
2012/1/14,1.6,6.7,-3.1
2012/1/15,0.8,7.0,-4.7
2012/1/16,1.5,5.1,-2.6
2012/1/17,2.2,7.3,-1.8
2012/1/18,1.6,8.4,-4.5
2012/1/19,3.8,10.6,-2.8
2012/1/20,2.1,3.6,1.4
2012/1/21,1.8,2.9,0.9
2012/1/22,3.7,6.5,0.5
2012/1/23,3.0,7.4,-0.9
2012/1/24,1.2,5.3,-2.5
2012/1/25,1.2,8.4,-3.9
2012/1/26,0.2,6.0,-3.4
2012/1/27,-0.6,6.1,-6.3
2012/1/28,-0.2,4.7,-3.4
2012/1/29,-0.8,5.6,-6.1
2012/1/30,-0.6,5.3,-6.0
2012/1/31,0.2,8.5,-5.9
2012/2/1,1.0,9.5,-5.5
2012/2/2,0.4,4.6,-2.8
2012/2/3,-0.6,6.1,-6.5
2012/2/4,2.0,10.5,-5.9
2012/2/5,2.7,8.6,-4.0
2012/2/6,3.5,7.7,-0.9
2012/2/7,6.5,10.0,3.9
2012/2/8,4.6,9.0,-1.3
2012/2/9,0.4,6.4,-3.3
2012/2/10,1.9,8.5,-3.4
2012/2/11,1.7,8.3,-3.2
2012/2/12,1.1,8.2,-4.3
2012/2/13,2.3,7.4,-3.8
2012/2/14,4.3,7.2,1.9
2012/2/15,5.1,10.7,0.6
2012/2/16,1.4,5.5,-1.1
2012/2/17,1.6,7.0,-1.1
2012/2/18,-0.3,3.7,-4.4
2012/2/19,-0.2,6.8,-7.0
2012/2/20,2.7,9.1,-4.7
2012/2/21,5.1,12.4,-2.7
2012/2/22,5.4,11.1,-0.1
2012/2/23,6.0,9.0,3.4
2012/2/24,7.3,13.4,1.3
2012/2/25,2.6,4.7,0.7
2012/2/26,3.4,7.1,0.6
2012/2/27,1.6,8.2,-2.3
2012/2/28,0.6,6.7,-5.7
2012/2/29,1.3,2.8,-0.1
2012/3/1,6.3,12.3,-0.3
2012/3/2,4.1,6.1,1.7
2012/3/3,4.8,10.2,1.4
2012/3/4,3.3,8.5,0.8
2012/3/5,4.8,9.2,0.6
2012/3/6,10.5,16.9,5.8
2012/3/7,11.0,15.4,7.7
2012/3/8,8.7,11.6,6.6
2012/3/9,5.0,8.0,2.7
2012/3/10,4.0,7.7,1.9
2012/3/11,4.2,9.4,1.5
2012/3/12,3.7,10.4,-1.1
2012/3/13,4.2,9.8,-1.3
2012/3/14,4.5,10.5,-1.5
2012/3/15,4.5,11.6,-0.8
2012/3/16,4.4,10.4,-2.1
2012/3/17,5.7,7.8,3.5
2012/3/18,7.5,10.7,3.5
2012/3/19,6.7,11.3,2.4
2012/3/20,6.0,12.8,-1.4
2012/3/21,5.1,11.4,-0.4
2012/3/22,6.0,12.6,-1.1
2012/3/23,7.2,12.1,4.6
2012/3/24,6.9,14.7,3.1
2012/3/25,6.3,13.2,0.8
2012/3/26,4.7,11.4,-1.6
2012/3/27,7.3,14.6,-0.6
2012/3/28,8.4,17.6,1.1
2012/3/29,9.4,17.2,0.5
2012/3/30,12.0,19.5,4.9
2012/3/31,11.1,18.2,4.7
