É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:32:42

,éDñy,éDñy,éDñy
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2011/12/1,-2.6,-0.8,-4.0
2011/12/2,-2.1,0.5,-4.2
2011/12/3,-1.6,0.5,-4.9
2011/12/4,3.1,7.7,0.4
2011/12/5,0.1,1.9,-1.8
2011/12/6,0.3,1.8,-1.5
2011/12/7,0.0,2.2,-1.9
2011/12/8,-3.3,-0.4,-7.1
2011/12/9,-4.1,0.2,-9.0
2011/12/10,0.3,3.2,-2.9
2011/12/11,-1.1,0.2,-3.1
2011/12/12,-2.0,-0.1,-3.9
2011/12/13,-2.0,-0.4,-5.0
2011/12/14,1.0,3.7,-2.0
2011/12/15,-0.6,3.2,-4.1
2011/12/16,-5.2,-3.1,-7.6
2011/12/17,-4.6,-2.5,-9.4
2011/12/18,-4.5,-3.3,-6.9
2011/12/19,-5.1,-1.7,-9.0
2011/12/20,-4.3,-0.5,-7.8
2011/12/21,-5.0,-1.1,-9.6
2011/12/22,-3.3,-0.3,-7.7
2011/12/23,-0.4,2.5,-3.2
2011/12/24,-2.9,-1.5,-5.0
2011/12/25,-2.3,0.6,-6.0
2011/12/26,0.0,1.6,-1.6
2011/12/27,-2.5,-0.2,-4.6
2011/12/28,-1.4,1.1,-3.5
2011/12/29,-2.3,2.4,-4.9
2011/12/30,-3.3,2.9,-9.6
2011/12/31,0.0,3.0,-3.4
2012/1/1,-0.1,2.7,-3.6
2012/1/2,-0.7,1.2,-3.7
2012/1/3,-3.5,-1.3,-4.8
2012/1/4,-3.4,-0.9,-4.8
2012/1/5,-0.6,1.5,-4.6
2012/1/6,-0.3,1.6,-3.0
2012/1/7,-1.8,1.5,-6.4
2012/1/8,-5.5,-1.4,-9.2
2012/1/9,-2.8,0.2,-6.1
2012/1/10,-4.7,-1.4,-7.8
2012/1/11,-7.6,-5.2,-10.8
2012/1/12,-6.9,-4.2,-10.5
2012/1/13,-6.2,-3.2,-9.3
2012/1/14,-8.0,-5.1,-11.3
2012/1/15,-6.1,-4.5,-7.7
2012/1/16,-5.5,-2.3,-8.5
2012/1/17,-5.0,-2.5,-7.4
2012/1/18,-3.6,-0.2,-6.8
2012/1/19,-4.2,-0.3,-8.1
2012/1/20,-5.8,-2.2,-9.0
2012/1/21,-4.7,-0.8,-9.9
2012/1/22,0.9,3.3,-2.4
2012/1/23,-2.4,1.9,-6.4
2012/1/24,-5.7,-3.5,-7.0
2012/1/25,-7.0,-3.9,-9.8
2012/1/26,-7.6,-4.8,-10.9
2012/1/27,-7.9,-4.2,-11.5
2012/1/28,-6.6,-4.3,-8.8
2012/1/29,-4.4,-1.2,-6.8
2012/1/30,-5.6,-2.7,-9.4
2012/1/31,-5.4,-2.9,-8.4
2012/2/1,-7.6,-5.3,-10.6
2012/2/2,-7.8,-6.0,-10.5
2012/2/3,-6.6,-3.9,-8.9
2012/2/4,-6.3,-1.7,-9.3
2012/2/5,-3.0,-1.0,-7.5
2012/2/6,0.7,3.3,-3.9
2012/2/7,0.3,2.2,-2.6
2012/2/8,-4.7,-2.3,-7.3
2012/2/9,-5.6,-2.2,-7.7
2012/2/10,-7.4,-5.9,-8.5
2012/2/11,-7.2,-5.5,-9.0
2012/2/12,-7.6,-5.8,-9.4
2012/2/13,-2.7,0.8,-7.4
2012/2/14,0.4,4.1,-3.2
2012/2/15,-3.9,0.7,-7.1
2012/2/16,-5.4,-2.0,-8.4
2012/2/17,-6.8,-1.8,-11.3
2012/2/18,-8.3,-5.8,-11.9
2012/2/19,-6.5,-2.7,-12.1
2012/2/20,-2.9,0.9,-8.2
2012/2/21,-4.4,1.2,-6.3
2012/2/22,-2.2,0.9,-5.4
2012/2/23,-0.3,3.2,-3.6
2012/2/24,-2.8,-0.2,-7.0
2012/2/25,-7.0,-5.1,-9.6
2012/2/26,-4.3,-0.3,-8.4
2012/2/27,-4.6,-2.4,-7.5
2012/2/28,-4.0,-0.1,-9.0
2012/2/29,0.8,4.8,-4.8
2012/3/1,2.5,5.9,-0.5
2012/3/2,-0.6,1.7,-3.6
2012/3/3,-4.0,-0.2,-5.8
2012/3/4,-4.5,-1.6,-7.4
2012/3/5,-4.7,0.3,-10.0
2012/3/6,1.6,6.3,-2.5
2012/3/7,3.7,6.1,1.2
2012/3/8,0.3,1.7,-0.9
2012/3/9,0.0,2.9,-1.8
2012/3/10,-0.6,3.5,-4.4
2012/3/11,-1.1,2.4,-4.8
2012/3/12,-1.4,0.8,-3.8
2012/3/13,-2.0,0.6,-4.7
2012/3/14,-1.1,3.9,-6.4
2012/3/15,0.5,3.2,-0.9
2012/3/16,1.4,3.7,-1.7
2012/3/17,2.9,5.7,1.3
2012/3/18,-1.0,3.0,-4.9
2012/3/19,-4.4,-1.4,-6.5
2012/3/20,-3.9,-1.5,-6.3
2012/3/21,-0.8,2.8,-6.1
2012/3/22,1.9,4.5,-0.9
2012/3/23,2.3,4.1,-0.1
2012/3/24,-0.5,1.1,-2.2
2012/3/25,-1.5,0.3,-3.5
2012/3/26,-1.0,3.1,-4.3
2012/3/27,0.1,3.4,-4.2
2012/3/28,1.6,6.2,-2.1
2012/3/29,5.6,11.2,-2.2
2012/3/30,9.5,14.4,5.2
2012/3/31,1.8,8.5,-1.3
