ダウンロードした時刻：2019/10/10 16:10:35

,岡山,岡山,岡山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2014/12/1,,,
2014/12/2,,,
2014/12/3,,,
2014/12/4,,,
2014/12/5,,,
2014/12/6,,,
2014/12/7,,,
2014/12/8,,,
2014/12/9,,,
2014/12/10,,,
2014/12/11,,,
2014/12/12,,,
2014/12/13,,,
2014/12/14,,,
2014/12/15,,,
2014/12/16,,,
2014/12/17,,,
2014/12/18,,,
2014/12/19,,,
2014/12/20,,,
2014/12/21,,,
2014/12/22,,,
2014/12/23,,,
2014/12/24,,,
2014/12/25,,,
2014/12/26,,,
2014/12/27,,,
2014/12/28,,,
2014/12/29,,,
2014/12/30,,,
2014/12/31,,,
2015/1/1,,,
2015/1/2,,,
2015/1/3,,,
2015/1/4,,,
2015/1/5,,,
2015/1/6,,,
2015/1/7,,,
2015/1/8,,,
2015/1/9,,,
2015/1/10,,,
2015/1/11,,,
2015/1/12,,,
2015/1/13,,,
2015/1/14,,,
2015/1/15,,,
2015/1/16,,,
2015/1/17,,,
2015/1/18,,,
2015/1/19,,,
2015/1/20,,,
2015/1/21,,,
2015/1/22,,,
2015/1/23,,,
2015/1/24,,,
2015/1/25,,,
2015/1/26,,,
2015/1/27,,,
2015/1/28,,,
2015/1/29,,,
2015/1/30,,,
2015/1/31,,,
2015/2/1,,,
2015/2/2,,,
2015/2/3,,,
2015/2/4,,,
2015/2/5,,,
2015/2/6,,,
2015/2/7,,,
2015/2/8,,,
2015/2/9,,,
2015/2/10,,,
2015/2/11,,,
2015/2/12,,,
2015/2/13,,,
2015/2/14,,,
2015/2/15,,,
2015/2/16,,,
2015/2/17,,,
2015/2/18,,,
2015/2/19,,,
2015/2/20,,,
2015/2/21,,,
2015/2/22,,,
2015/2/23,,,
2015/2/24,,,
2015/2/25,,,
2015/2/26,,,
2015/2/27,,,
2015/2/28,,,
2015/3/1,,,
2015/3/2,,,
2015/3/3,,,
2015/3/4,,,
2015/3/5,,,
2015/3/6,5.7,10.2,0.0
2015/3/7,6.2,7.8,4.3
2015/3/8,9.6,15.4,6.5
2015/3/9,6.4,8.4,3.6
2015/3/10,2.1,6.0,-1.3
2015/3/11,3.4,9.7,-3.2
2015/3/12,5.8,12.2,1.1
2015/3/13,7.1,15.1,-0.3
2015/3/14,8.3,13.1,5.8
2015/3/15,7.8,12.6,4.8
2015/3/16,10.8,18.2,6.2
2015/3/17,11.9,19.7,6.2
2015/3/18,13.4,17.6,9.5
2015/3/19,14.8,18.7,10.0
2015/3/20,12.8,18.3,7.5
2015/3/21,12.3,19.5,6.7
2015/3/22,12.6,21.1,5.7
2015/3/23,8.9,14.9,4.6
2015/3/24,6.1,11.3,1.7
2015/3/25,6.2,11.9,0.6
2015/3/26,7.8,15.8,-0.2
2015/3/27,10.4,19.8,2.0
2015/3/28,13.1,22.0,5.5
2015/3/29,13.0,17.4,9.9
2015/3/30,13.5,21.3,7.2
2015/3/31,15.3,22.9,6.7
